wikidata_name,wikidata_id,potential_drop,has_infobox,start_date,end_date,location_name,location_latlong,result,belligerent_sideA,belligerent_sideB,means_drones,means_airtoair,means_cruisemissiles,means_aerialbombing,means_closeairsupport,means_groundtroops,means_paramilitary,casualties_sideA,casualties_sideB,casualties_civilian,casualties_us,notes
Barisha raid,Q72587856,0,1,2019-01-26,2019-10-27,"Barisha, Harem District, Idlib Governorate, Syria",36.1658°N 36.6274°E,Operation successful (Death of Abu Bakr al-Baghdadi; Siezure of materials and captives from compound; compound later destroyed by U.S. fighter jets and drones),United States,Islamic State; Guardians of Religion Organization,1,0,1,1,1,0,1,0,19,2,0,"16-21 casualties side B median coded;  the main raid of the compound was conducted by special operations troops with. close air support from helicopters, multiple drones, and fighter aircraft; the compound was leveled afterwards by f-15 jets, MQ-9 reaper drones, AGM-158 JASSM cruise missiles, and AGM-114 Hellfire guided missiles to prevent the site from becoming a ""shrine"" for symathizers;  the 2 civilian casualties were children that Baghdadi was carying when he detonated a suicide belt"
2019–2021 Persian Gulf crisis,Q65920364,0,1,2019-05-05,NA,Western Indian Ocean; Persian Gulf; Gulf of Oman; Strait of Hormuz; Arabian Sea; Strait of Gibralter; Red Sea; Iraq; Tehran,NA,Ongoing,United States; IMSC (United States; United Kingdom; Saudi Arabia; Australia; United Arab Emirates; Bahrain; Albania; Kuwait; Qatar,Iran; Popular Mobilization Forces,1,0,0,1,0,1,0,5,35,NA,4,"four B-52 bombers were sent to the middle east to send a message to Iran but don't seem to have been fired; US casualties: 1 civilian contractor, 1 sailor (non-combat), 2 soldiers)"
2020 Baghdad International Airport airstrike,Q80754846,0,1,2020-01-03,2020-01-03,"Bagdad Airport Road, Bagdad International Airport, Bagdad Governorate, Bagdad, Iraq",33°15′29″N 44°15′22″E,NA,United States,Islamic Revolutionary Guard Corps,1,0,0,0,0,0,0,NA,NA,NA,NA,drone strike with target Qasem Soleimani; casualties: 10 killed including Qasem Soleimani and Abu Mahdi al-Muhandis
War in Afghanistan,Q1519107,0,1,1978-04-27,NA,Afghanistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing conflicts since 1978; no information given about belligerents or means; casulaties could not be differentiated 
Iran–Saudi Arabia proxy conflict,Q22948406,0,1,1979-02-11,NA,Middle East; Nigeria; Sudan; North Africa; Africa; Central Asia; South Asia; Bangladesh; Pakistan; India; Sri Lanka; Maldives,NA,NA,Saudi Arabia; United States; Iraq; MEK; KDP; Jaish ul-Adl; Ahvaz National Resistance,Iran; Russian Federation; Soviet Union; Syria; Iraq; Hezbollah; Hezbollah Al-Hejaz; OIRAP; Liwa Fatemiyoun; South Yemen; Libya; Palestine Liberation Organization; Palestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,this article is super dense and it's hard to tell where exactly the US used force/who it was against because it encomapasses a ton of different conflicts
War on Terror,Q185729,0,1,2001-09-11,NA,global,NA,NA,United States; United Kingdom; France; Russia; Albania; Belgium; Bulgaria; Canada; Croatia; Czech Republic; Denmark; Estonia; Germany; Greece; Hungary; Iceland; Italy; Latvia; Lithuania; Luxembourg; Montenegro; Netherlands; North Macedonia; Norway; Poland; Portugal; Romania; Slovakia; Slovenia; Spain; Turkey; Afghanistan; Cameroon; China; Egypt; India; Iraq; Lebanon; Libya; Mali; Nigeria; Pakistan; Philippines; Somalia; Somaliland; Syria; Yemen; Mozambique; Abkhazia; Algeria; Andorra; Artsakh; Armenia; Australia; Austria; Azerbaijan; Bahrain; Bangladesh; Belarus; Benin; Bosnia and Herzegovina; Brunei; Burkina Faso; Burundi; Cambodia; Congo; Cuba; Cyprus; Djibouti; Dominican Republic; East Timor; El Salvador; Eritrea; Ethiopia; Fiji; Finland; Georgia; Ghana; Honduras; Indonesia; Iran; Ireland; Israel; Japan; Jordan; Kazakhstan; Kenya; North Korea; South Korea; Kosovo; Kuwait; Kyrgyzstan; Laos; Liechtenstein; Malaysia; Malta; Maldives; Mauritania; Mexico; Mongolia; Morocco; Moldova; Myanmar; Nepal; New Zealand; Nicaragua; Niger; Northern Cyprus; Oman; Panama; Paraguay; Peru; Qatar; Rwanda; Saudi Arabia; South Africa; South Ossetia; Sri Lanka; Sudan; Sweden; Switzerland; Taiwan; Tajikistan; Thailand; Togo; Tonga; Transnistria; Tunisia; Turkmenistan; Uganda; Ukraine; United Arab Emirates; Uzbekistan; Venezuela; Vietnam; Houthis; Hamas; Hezbollah; PIJ; IRGC-backed Iraqi factions,"Al-Qaeda; Lashkar al-Zil; AQAP; Ansar al-Sharia - Yemen; AQIM; AQIS; al-Shabaab; Tahrir al-Sham; Khorasan; Nusrat al-ISlam; AQKB; Abdullah Azzam Brigades; Tawhid al-Jihad - Gaza Strip; Abu Hafs al-Masri Brigades; Imam Shamil Battalion; Islamist lone wolves; ISIL; Sinai Province; Libya Province; Jund al-Khilafah; Khorasan Province; Yemen Province; Boko Haram; Caucasus Province; ISS; Abu Sayyaf; Sheikh Omar Hadid Brigade; IMU; MIT; Afghan Taliban; Pakistani Taliban; East Turkestan Islamic Movement; Osbat al-Ansar; Haqqani network; TNSM; Bangsamoro Islamic Freedom Fighters; Lashkar-e-Taiba; Lashkar-e-Omar; Lashkar-e-Jhangvi; Hizbul Mujahideen; Ansaru; Mullah Dadullah Front; Fidai Mahaz; Shura Council of Benghazi Revolutionaries; Ansar al-Sharia - Tunisia; Islamic Jihad Union; Masked Brigade; Jaish-e-Mohammed; Ahrar ash-Sham; Fatah al-Islam; Jamaah Ansharut Tauhid; Indian Mujahideen; Harkat-ul-Mujahideen; Great Eastern Islamic Raiders' Front; Moroccan Islamic Combatant Group; Soldiers of Egypt; Harkat-ul-Jihad al-Islami; Rajah Sulaiman movement; Salafia Jihadia; Ansar al-Sharia - Mali; Ansar al-Sharia - Mauritania; Ansar al-Sharia - Morocco; Ansar al-Sharia - Egypt; Ansar al-Sharia - Yarmouk Area; Turaifie group; Abu Sayyaf; Jemaah Islamiyah; Al-Qaeda in the Malay Archipelago; Al-Qaeda in Bosnia and Herzegovinia; Al-Qaeda in Sinai Peninsula; Ansar al-Sunna - Mozambique; JTJ; Free Aceh Movement; al-Qaeda in Iraq; Salafist Group for Preaching and Combat; Tunisian Combatant Group; Islamic State of Iraq; MOJWA; Ansar al-Islam; Jundallah; Tehreek-e-Khilafat; Hizbul Islam; Jamaat-ul-Ahrar; Ansar al-Sharia - Syria; Hezb-e-Islami Gulbuddin; Caucasus Emirate; Al-Nusra Front; Harakat Sham al-Islam; Jund al-Aqsa; Ansar Dine; Al-Mourabitoun; Ansar al-Sharia - Libya; Maute Group; Islamic Emirate of Waziristan; Ansar al-Sharia - Derna; Rajah Sulaiman Movement; Islamic Jihad of Yemen; Black Banner Organization; Iraqi Baath Party loyalists; All Various Terrorists and Insurgent, Militia, Militant Groups",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No info on means or casualties
Arab Spring,Q33761,0,1,2010-12-17,2012-12-01,"North Africa, Middle East",NA,"Tunisia: President Zine El Abidine Ben Ali ousted, charged, exiled and government overthrown; Egypt: President Hosni Mubarak ousted, arrested, charged, and government overthrown; Libya: Leader Muammar Gaddafi killed following an eight-month civil war that saw a foreign military intervention and the government overthrown; Yeme: President Ali Abdullah Saleh ousted, and power handed to a national unity government; Syria: President Bashar al-Assad faced civil uprising against his rule that deteriorated into armed rebellion and eventual full-scale civil war; Bahrain: Civil uprising against the government crushed by authorities and Saudi-led intervention; Kuwait, Lebannon and Oman: Government changes implemented in response to protest; Saudi Arabia, Mauritania, Sudan and other Arab countries: Protests",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"End date says december 2012 first of the month coded; has a resulted in section with full results by country, overall summary coded in results section; 61,080-140,000 deaths in total; Infobox lists caused by, goals, methods, and resulted in sections; Resulted in: Arab Spring concurrent incidents; Arab Winter; Impact of the Arab Spring, and New Arab Spring (2018-19)"
Syrian Civil War,Q178810,0,1,2011-03-15,NA,Syria,NA,NA,Rojava (Syrian Democratic Forces); United States; France; United Kingdom; Jordan; Germany; Netherlands; UAE; Saudi Arabia; Australia; Belgium; Bahrain; Denmark; Morocco; Qatar; Canada,Islamic State of Iraq and the Levant,NA,NA,NA,NA,NA,NA,NA,12880,39718,117027,9,US provided support as part of operation CTJF-OIR; page does not specify what U.S. did to militarily intervene against each belligerent; Location listed as Syria (with spillovers in neighboring countries)
Syrian Civil War,Q178810,0,1,2011-03-15,NA,Syria,NA,NA,Rojava (Syrian Democratic Forces); United States; France; United Kingdom; Jordan; Germany; Netherlands; UAE; Saudi Arabia; Australia; Belgium; Bahrain; Denmark; Morocco; Qatar; Canada,Interim Government (Syrian opposition); Turkey,NA,NA,NA,NA,NA,NA,NA,12880,112487,117027,9,US provided support as part of operation CTJF-OIR; page does not specify what U.S. did to militarily intervene against each belligerent
Syrian Civil War,Q178810,0,1,2011-03-15,NA,Syria,NA,NA,Rojava (Syrian Democratic Forces); United States; France; United Kingdom; Jordan; Germany; Netherlands; UAE; Saudi Arabia; Australia; Belgium; Bahrain; Denmark; Morocco; Qatar; Canada,Syrian Arab Republic; Hezbollah; Iran; Russia,NA,NA,NA,NA,NA,NA,NA,12880,160743,117027,9,US provided support as part of operation CTJF-OIR; page does not specify what U.S. did to militarily intervene against each belligerent
Operation Maritime Monitor,Q321054,1,0,1992-07-16,1992-11-22,Mediterranean Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATO-led operation during the Bosnian War to patrol waters off the coast of the Montenegro
Operation Sharp Guard,Q472398,1,1,1993-06-15,1996-10-02,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATO-executed naval blockade on the former Yugoslavia
Operation Eagle Eye,Q1466872,1,0,1998-10-17,1999-03-24,Yugoslavia,NA,NA,United States; France; Germany; Italy; Netherlands; United Kingdom,Yugoslavia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not an intervention, only aerial verification of disarm"
Operation Desert Thunder,Q3354687,0,1,1998-11-11,1998-12-22,Persian Gulf,NA,mission aborted,Argentina; Australia; Canada; Czech Republic; France; Hungary; New Zealand; Poland; Romania; United Kingdom; United States; Kuwait,Iraq,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"mission was aborted, not ordered or executed "
Kosovo Force,Q159470,1,1,1999-06-11,NA,Kosovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATO-led international peacekeeping force in Kosovo; Established 1999-06-11, operations are gradually reducing until Kosovo's Security Force, established in 2009, becomes self sufficient; Engagements: Yugoslav Wars; Currently, 28 states contribute to the KFOR with a combined stregth of more than 3,500 military and civilian personnel; The United States has a strength of 659 committed"
Operation Harekate Yolo,Q1511923,1,1,2007-10-01,2007-11-01,Northwest Afghanistan,NA,Tactical coalition victory,Germany; Afghanistan; Norway; Italy; Spain; Hungary; Latvia,Taliban insurgents,NA,NA,NA,NA,NA,NA,NA,1,69,NA,0,US not mentioned anywhere in infbox/on page; side B casualty count is mean of 59-79 esimate; start and end dates are approcimated to the first of the month 
Operation Red Dagger,Q1379863,1,1,2008-12-11,2008-12-26,"Helmand Province, Afghanistan",NA,Coalition victory,United Kingdom; Afghan National Army; Denmark; Estonia,Taliban insurgents,NA,NA,NA,NA,NA,NA,NA,5,100,0,0,US not involved in this operation
Operation Ocean Shield,Q2001981,1,1,2009-08-17,2016-11-24,Indian Ocean; Gulf of Aden; Guardafui Channel; Arabian Sea; Red Sea,NA,Number of Somali pirate attacks have been reduced dramatically,United States; United Kingdom; Denmark; Netherlands; Spain; Greece; Germany; Belgium; Canada; Italy; Portugal; Turkey; Norway; Australia; China; Colombia; India; Indonesia; Japan; Malaysia; New Zealand; Oman; Pakistan; Russia; Saudi Arabia; Seychelles; Singapore; Somalia; South Korea; Ukraine,Somali pirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,piracy case 
foreign involvement in the Syrian civil war,Q5468411,1,0,2011-03-01,NA,Syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gulf War,Q13408125,1,0,1990-08-02,1991-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,disambiguation page
Iraq disarmament crisis,Q1433190,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Refers to political event about Iraq CBN capabilities
Chechen–Russian conflict,Q14947002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I can go back and code the infornation that is there, but there is not mention of the United States as a belligerent or anywhere throughout the article"
Yemeni Crisis,Q15946570,1,0,2011-01-27,NA,Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,page has an infobox but it's completely blank
Civil conflict in the Philippines,Q16146546,1,0,NA,NA,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No mention of U.S. involvement; the wikipedia page is a list of links to clashes
religious violence in Nigeria,Q18393989,1,1,NA,NA,Nigeria,NA,NA,Christians,Muslims,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US not mentioned anywhere on this wikipedia page 
Libyan Crisis,Q18702324,1,0,2011-02-15,NA,Libya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""infobox"" is just a map with different territorial clasifications"
piracy off the coast of Somalia,Q214451,1,0,NA,NA,Gulf of Aden; Guardafui Channel; Somali Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,just an article summarizing history and incidents of piracy
list of United States attacks on Syria during the Syrian Civil War,Q30688615,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,list article
Conflicts in the Horn of Africa,Q40719,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History page
Niš cluster bombing,Q4093050,1,0,NA,NA,Niš Airport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bombing of serbian civilians by the Dutch air force, US did not intervene"
North Borneo dispute,Q4438024,1,0,NA,NA,North Borneo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,territorial dispute between Malaysia and the Philippines--US has not militarily interevened
Ethiopian–Somali conflict,Q5692053,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Timeline of the 2011–2012 Egyptian revolution,Q577539,1,1,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,infobox redirects to other articles about the Egyptian revolution
History of Iraq (2003–11),Q6722016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Operation Desert Thrust,Q7096979,1,0,NA,NA,Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article is a sentence-long stub
Operation Instant Thunder,Q7097167,1,0,NA,NA,Iraq; Kuwait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"looks like this was just a proposed plan for US airstrikes during the Gulf War, was never actually put into action and instead consolidated into Desert Storm"
terrorism in Egypt,Q7703930,1,1,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,infobox redirects to more specific articles about topic
Battle of Baghdad,Q97304250,0,1,2006-02-22,2008-05-11,Baghdad,33°21'N 44°25'E,Decisive Iraqi and allied victory,Iraqi Security Forces; United States; United Kingdom; Other coalition forces,Al-Qaeda in Iraq; Islamic State of Iraq; Mahdi Amry; Asa'ib Ahl al-Haq; Kata'ib Hezbollah; Promised Day Brigade; Badr Brigades; Rogue elements among the Iraqi security forces; Soldiers of Heaven; Shia tribes; other militias,0,0,0,0,0,1,0,NA,NA,11000,NA,
2004 Haitian coup d'état,Q2883469,0,1,2004-02-05,2004-02-29,Haiti; Port-au-Prince,18°32′N 72°20′W,Anti-government victory; Aristide ousted Interim government installed,United States; Brazil; Chile; Canada; France,National Revolutionary Front for the Liberation and Reconstruction of Haiti,0,0,0,0,0,1,1,,,,,
Rescue of Jessica Buchanan and Poul Hagen Thisted,Q7315022,0,1,2012-01-25,2012-01-25,"Adado, Galguduud, Somalia",6°08′25″N 46°37′32″E,Mission successful Hostages freed,United States,Somali pirates,0,0,0,0,0,0,1,0,9,0,0,
December 2019 United States airstrikes in Iraq and Syria,Q26847124,0,1,2019-12-29,2019-12-29,"Anbar and Kirkuk, Iraq",32°54′N 41°36′E,NA,United States,Kata'ib Hezbollah,0,0,0,1,0,0,0,0,25,0,0,
2020 Baghdad International Airport airstrike,Q80754846,0,1,2020-01-03,2020-01-03,"Baghdad Airport Road, Baghdad International Airport, Baghdad Governorate, Baghdad, Iraq",33°15′29″N 44°15′22″E,NA,United States,Qasem Soleimani,1,0,0,0,0,0,0,0,10,0,0,
February 2021 United States airstrike in Syria,Q105707091,0,1,2021-02-25,2021-02-25,"Imam Ali military base, Abu Kamal, Deir ez-Zor Governorate, Syria",34°27′13″N 40°56′12″E,NA,United States,Kata'ib Hezbollah; Kata'ib Sayyid al-Shuhada,0,0,0,1,0,0,0,0,11,0,0,
June 2021 United States airstrike in Syria,Q107504334,0,1,2021-06-28,2021-06-28,"Imam Ali military base, Abu Kamal border crossing, Abu Kamal, Deir ez-Zor Governorate, Syria",34°27′13″N 40°56′12″E,NA,United States,Kata'ib Hezbollah; Kata'ib Sayyid al-Shuhada,0,0,0,1,0,0,0,0,7,0,0,
